4.076644	0.244077	-1.817831	-0.531594	-0.718327	0.041579	-0.369283	-0.296850	-0.226553	-0.510753	-0.835138	-0.093584	-0.184654	
3.855942	0.417466	-1.872052	-0.467531	-0.672666	0.131143	-0.336178	-0.350462	-0.177834	-0.529135	-0.749010	-0.106856	-0.119235	
3.666462	0.318556	-1.908943	-0.623694	-0.698043	0.076039	-0.420149	-0.423428	-0.269649	-0.621883	-0.731342	-0.188087	-0.236635	
3.806490	0.275530	-1.731663	-0.478735	-0.591144	0.128402	-0.245332	-0.284947	-0.236942	-0.446348	-0.676021	-0.069255	-0.179851	
3.518961	0.200116	-1.878710	-0.594665	-0.686041	0.051336	-0.303084	-0.451350	-0.339429	-0.519601	-0.730243	-0.180479	-0.183905	
3.443559	0.269741	-1.846181	-0.680158	-0.515694	0.165556	-0.412661	-0.339852	-0.228564	-0.536459	-0.644467	-0.125195	-0.163593	
3.238186	0.341187	-1.971332	-0.762735	-0.461353	0.072139	-0.502424	-0.388198	-0.226658	-0.623498	-0.641927	-0.187026	-0.184820	
3.255144	0.277110	-1.893480	-0.658030	-0.467030	0.118267	-0.398546	-0.433075	-0.172756	-0.568694	-0.586824	-0.153994	-0.102875	
3.106205	0.190775	-1.846814	-0.607221	-0.472326	0.145619	-0.384944	-0.453348	-0.169672	-0.557051	-0.597319	-0.122685	-0.076511	
2.936982	0.176071	-1.890512	-0.572528	-0.441796	0.091004	-0.476082	-0.452355	-0.241235	-0.553882	-0.617767	-0.138047	-0.067869	
2.914225	0.181288	-1.871262	-0.667023	-0.349902	0.063673	-0.472105	-0.415802	-0.245187	-0.600527	-0.576893	-0.080420	-0.086841	
2.876360	0.167653	-1.800818	-0.549743	-0.277718	-0.000575	-0.478909	-0.319973	-0.253770	-0.511386	-0.655181	0.055222	-0.107554	
2.851444	0.131442	-2.004346	-0.520919	-0.304930	-0.077014	-0.485092	-0.413596	-0.332849	-0.490507	-0.770021	0.055783	-0.208951	
2.910102	0.136327	-1.897205	-0.488053	-0.322275	0.004886	-0.312834	-0.469945	-0.294033	-0.448369	-0.761374	0.161205	-0.173130	
2.754895	0.202683	-1.772958	-0.488313	-0.304857	0.046148	-0.414800	-0.306238	-0.242995	-0.475256	-0.693253	0.147735	-0.054567	
2.618266	0.178598	-1.709311	-0.579143	-0.248047	-0.006586	-0.405263	-0.346060	-0.232934	-0.524478	-0.648002	0.074183	-0.007044	
2.672024	0.037775	-1.932046	-0.605246	-0.333859	-0.126145	-0.390057	-0.493394	-0.331156	-0.594561	-0.686098	-0.012071	-0.063651	
2.647687	0.146400	-1.952152	-0.549247	-0.272852	-0.040778	-0.385174	-0.399178	-0.350518	-0.630886	-0.520881	0.008926	-0.044763	
2.516741	0.033301	-2.015383	-0.677461	-0.325341	-0.091176	-0.517544	-0.464733	-0.391975	-0.683833	-0.573981	-0.055469	-0.093210	
2.499675	0.108374	-1.851068	-0.744281	-0.167414	-0.089494	-0.396643	-0.443943	-0.353729	-0.588807	-0.574219	0.065608	-0.083441	
2.351473	0.355713	-1.800994	-0.634813	-0.161289	0.123098	-0.384123	-0.332126	-0.236258	-0.565116	-0.517351	0.161777	-0.001376	
2.377783	0.199306	-1.904940	-0.601835	-0.400444	0.060111	-0.366814	-0.443129	-0.402491	-0.532186	-0.590632	0.067026	-0.012334	
2.372023	0.160930	-1.870121	-0.619617	-0.402382	0.117750	-0.409126	-0.422388	-0.322344	-0.570704	-0.558616	0.036700	0.012105	
2.389853	0.105441	-1.947805	-0.615527	-0.472554	0.052615	-0.395280	-0.453645	-0.307966	-0.573704	-0.597540	-0.015574	0.085672	
2.360276	0.220554	-1.886214	-0.510169	-0.493970	0.160546	-0.279756	-0.439104	-0.223854	-0.501517	-0.562859	-0.005969	0.180623	
2.067173	0.368946	-1.867745	-0.624648	-0.632694	0.186082	-0.330208	-0.446721	-0.224157	-0.565193	-0.494106	-0.136893	0.209329	
1.887379	0.305873	-1.704727	-0.962331	-0.589467	-0.019127	-0.415601	-0.377432	-0.240513	-0.658801	-0.513390	-0.179104	0.087824	
1.831339	0.367558	-1.473920	-0.848146	-0.565891	-0.085414	-0.292847	-0.260411	-0.126157	-0.600389	-0.494741	-0.081250	0.076955	
1.522599	0.465280	-1.543507	-0.709949	-0.867058	-0.169347	-0.373785	-0.326446	-0.096834	-0.594660	-0.625965	-0.160263	0.018035	
1.162995	0.739699	-1.490892	-0.622057	-0.895832	-0.254766	-0.448028	-0.224390	-0.134780	-0.432337	-0.715987	-0.110262	-0.027494	
0.651023	0.907699	-1.280884	-0.562262	-1.003160	-0.417531	-0.511898	-0.230435	-0.163009	-0.402105	-0.726735	-0.130085	-0.051078	
0.041530	1.057843	-0.918694	-0.440392	-0.806796	-0.437870	-0.547449	-0.160418	-0.086600	-0.341690	-0.610269	-0.069632	0.006648	
-0.246841	0.250287	-0.456630	-0.520201	-0.661109	-0.447654	-0.672246	-0.085194	-0.297645	-0.295702	-0.618207	-0.040110	-0.089483	
-0.462648	-0.145380	-0.409425	-0.404257	-0.512540	-0.267716	-0.513828	0.117192	-0.232769	-0.286348	-0.629521	-0.072263	-0.203651	
-2.027812	-0.041569	-0.321315	-0.477403	-0.505222	-0.367908	-0.681913	-0.067258	-0.267733	-0.265827	-0.445340	-0.005122	-0.221935	
-3.059788	-0.347107	-0.229383	-0.205309	-0.390912	-0.417341	-0.571302	-0.286383	-0.348026	-0.236526	-0.310501	-0.273082	-0.235241	
