-0.200176	0.060752	0.266976	0.397333	0.457606	0.569864	0.784698	0.957683	0.985513	0.826966	0.918433	0.712119	0.377763	0.351530	0.381447	0.177523	0.144667	0.251423	0.414191	0.073117	-0.483038	-0.850851	
-0.290566	0.009163	0.088379	0.022530	0.211824	0.076388	0.693931	0.987275	0.925537	0.497988	0.811757	0.710278	0.083903	0.061056	0.175715	-0.102329	-0.158128	-0.032417	0.360673	-0.046800	-0.310341	-0.953578	
-0.195798	0.045254	0.149890	0.200360	0.355623	0.525426	0.639814	0.757477	0.981355	0.722649	0.713956	0.513245	0.290038	0.242370	0.160567	-0.009398	-0.043099	0.124050	0.247492	-0.014393	-0.294933	-0.850110	
-0.217573	0.033324	0.270400	0.432865	0.503341	0.633140	0.731145	0.845121	1.023765	0.902481	0.873087	0.606555	0.434925	0.412575	0.408429	0.229433	0.185120	0.275757	0.230779	-0.010796	-0.549215	-0.873505	
-0.179029	0.022017	0.164528	0.293331	0.338356	0.367162	0.745358	1.015896	0.983740	0.672283	0.906920	0.777365	0.240517	0.253790	0.340608	0.191421	0.189811	0.139229	0.259279	-0.184569	-0.721697	-0.791033	
-0.178032	-0.004069	-0.006206	-0.137176	0.189723	0.288611	0.645941	0.918791	0.969184	0.542121	0.764184	0.728492	0.183425	0.022710	0.007383	-0.013070	0.158943	-0.033364	0.052343	-0.286758	-0.713381	-0.935021	
-0.220146	0.015852	0.220489	0.377187	0.452341	0.609589	0.623577	0.719211	1.029773	0.857999	0.819385	0.503979	0.454358	0.364363	0.274237	0.089521	0.124317	0.209549	0.155889	0.019802	-0.525381	-0.861426	
-0.212753	0.051862	0.259958	0.390911	0.447353	0.549961	0.777673	0.995529	1.043735	0.861506	0.921016	0.721103	0.420323	0.367790	0.379476	0.194318	0.174242	0.250679	0.338978	0.119034	-0.334569	-0.830275	
-0.301520	0.002733	0.096930	0.054410	0.211787	0.068092	0.701327	1.027786	0.989353	0.518826	0.848495	0.771784	0.109252	0.044349	0.168309	0.117402	0.156072	0.160895	0.228833	0.026462	-0.188874	-0.741418	
-0.191085	0.033279	0.125501	0.162528	0.332022	0.510154	0.631703	0.823237	1.031567	0.723273	0.750699	0.633149	0.401440	0.308134	0.172260	-0.044376	0.083008	0.117498	0.166095	-0.096276	-0.164638	-0.684299	
-0.230160	0.025765	0.259883	0.419230	0.491736	0.624677	0.715915	0.880919	1.077072	0.940508	0.879426	0.609840	0.538261	0.475150	0.445820	0.145026	0.153525	0.297519	0.415700	-0.026184	-0.317491	-0.727166	
-0.186397	0.012663	0.171141	0.302176	0.338199	0.366187	0.756419	1.046285	1.035220	0.749697	0.904323	0.790578	0.358817	0.294810	0.440099	0.079281	0.124293	0.225591	0.410957	0.023868	-0.492284	-0.737467	
-0.173398	-0.000512	-0.009471	-0.193736	0.163935	0.275996	0.667703	0.959391	0.991885	0.510009	0.735351	0.745354	0.235337	0.003520	0.232115	-0.073304	0.082726	0.067704	0.136428	-0.024040	-0.446796	-0.930561	
-0.217688	0.009479	0.211633	0.360575	0.433234	0.600457	0.615613	0.732286	1.060459	0.898282	0.828243	0.538028	0.514581	0.394278	0.353837	0.159081	0.173808	0.342680	0.386403	-0.058719	-0.451426	-0.721423	
-0.216718	0.049871	0.258338	0.387186	0.441027	0.541798	0.768331	1.001811	1.085402	0.925029	0.950440	0.783418	0.499824	0.426195	0.486955	0.218228	0.264418	0.401741	0.532078	0.078366	-0.505696	-0.808162	
-0.317965	0.002291	0.118108	0.064684	0.203819	0.065776	0.705702	1.042056	1.022618	0.545208	0.884163	0.849661	0.223702	0.101257	0.342616	0.060995	0.211087	0.196136	0.380204	0.157026	-0.266794	-0.800277	
-0.200656	0.028164	0.122643	0.137428	0.306340	0.510210	0.665530	0.827296	1.050311	0.789963	0.848860	0.711790	0.429147	0.266945	0.242785	0.091578	0.174059	0.157608	0.114231	0.016308	-0.222905	-0.727427	
-0.234389	0.023794	0.254875	0.404060	0.470034	0.618231	0.732570	0.871631	1.103492	1.020119	1.019297	0.746608	0.553257	0.476999	0.479982	0.259935	0.161095	0.337714	0.385460	-0.083137	-0.427800	-0.707682	
-0.179949	0.015089	0.171481	0.294561	0.313476	0.332037	0.759635	1.060613	1.072380	0.832103	1.034699	0.927143	0.397595	0.327218	0.459869	0.125335	0.143069	0.264973	0.404605	-0.052181	-0.468965	-0.603145	
-0.176527	0.005869	0.014610	-0.218140	0.131988	0.307058	0.694567	0.979008	1.021743	0.554525	0.883297	0.889767	0.347593	0.009701	0.217933	-0.077261	0.099235	0.071522	0.139186	-0.045206	-0.372259	-0.754070	
-0.216212	0.005822	0.203078	0.343092	0.410324	0.598477	0.645290	0.731405	1.090248	0.974036	0.985031	0.673402	0.571941	0.411125	0.396675	0.192054	0.187115	0.356361	0.344818	0.069038	-0.393577	-0.714196	
-0.226894	0.045568	0.248332	0.364684	0.404593	0.508965	0.771146	1.013367	1.118500	1.005005	1.064427	0.859446	0.540152	0.441293	0.523307	0.222563	0.312694	0.431751	0.524753	0.173960	-0.416221	-0.847393	
-0.332023	-0.000028	0.122890	0.030503	0.158228	0.072213	0.724986	1.056593	1.041192	0.599593	0.968456	0.921469	0.259614	0.127875	0.396591	0.025478	0.256785	0.233806	0.391873	0.105631	-0.354572	-0.850701	
-0.205089	0.033550	0.128159	0.117783	0.280773	0.526369	0.693791	0.835185	1.064497	0.844576	0.964554	0.788922	0.449901	0.288037	0.339620	0.114981	0.243494	0.101126	0.088006	-0.073158	-0.315156	-0.759911	
