1.615105	0.839625	-1.581203	-0.368755	-0.514604	0.519834	-0.495992	0.179437	-0.371658	
0.814901	0.732142	-1.445197	-0.570124	-0.184642	0.687450	-0.352972	0.304277	-0.472381	
1.121823	0.821516	-1.362029	-0.497508	-0.336651	0.491236	-0.378590	0.222031	-0.365210	
1.573662	0.906115	-1.655210	-0.277029	-0.580718	0.438713	-0.453251	0.046346	-0.341270	
1.284590	0.901716	-1.691014	-0.286857	-0.464855	0.605138	-0.315408	0.063011	-0.212074	
0.674730	0.921492	-1.671473	-0.398291	-0.299094	0.777412	-0.217472	0.220892	-0.038586	
1.346244	0.893201	-1.559721	-0.329641	-0.462641	0.421623	-0.477189	0.075317	-0.353873	
1.681690	0.778919	-1.594160	-0.425614	-0.458169	0.505200	-0.446061	0.143616	-0.396996	
1.081198	0.513201	-1.412245	-0.556760	-0.251140	0.730619	-0.277117	0.088365	-0.282552	
1.241863	0.726805	-1.437767	-0.532515	-0.205710	0.412769	-0.282271	0.182861	-0.262421	
1.725848	0.740705	-1.602448	-0.391597	-0.459051	0.390489	-0.443356	0.102216	-0.418175	
1.495482	0.721528	-1.624889	-0.407710	-0.365679	0.588552	-0.375379	0.191827	-0.383730	
0.843341	0.700887	-1.567308	-0.464143	-0.250626	0.765296	-0.187099	0.369962	-0.207831	
1.527301	0.707850	-1.548545	-0.309341	-0.472087	0.466569	-0.476686	0.067095	-0.332690	
1.827098	0.696771	-1.711884	-0.304262	-0.532944	0.605381	-0.522120	0.167775	-0.399722	
1.234870	0.436705	-1.512345	-0.471795	-0.270836	0.755138	-0.367600	0.195965	-0.401882	
1.351732	0.672922	-1.557315	-0.474887	-0.233834	0.490272	-0.299533	0.135538	-0.206512	
1.804982	0.748991	-1.778819	-0.332645	-0.415370	0.433009	-0.471168	0.024609	-0.310442	
1.627066	0.666041	-1.732598	-0.416383	-0.233083	0.587612	-0.372177	0.106003	-0.285445	
1.007187	0.635535	-1.639922	-0.540017	-0.078278	0.710880	-0.201068	0.351335	-0.094280	
1.676892	0.639868	-1.660824	-0.331987	-0.355770	0.476347	-0.526432	0.072887	-0.298905	
1.936709	0.612098	-1.798277	-0.316102	-0.453059	0.663092	-0.570572	0.166467	-0.410401	
1.269916	0.452897	-1.662701	-0.421809	-0.259706	0.814166	-0.403185	0.209870	-0.374629	
1.396462	0.725098	-1.733448	-0.402474	-0.218560	0.501503	-0.281476	0.084489	-0.142011	
1.824879	0.790846	-1.979582	-0.245328	-0.405408	0.472602	-0.454921	-0.044228	-0.257929	
1.696460	0.585403	-1.821065	-0.400793	-0.142496	0.598597	-0.299934	0.022239	-0.267903	
1.262609	0.475941	-1.645177	-0.564003	-0.050110	0.639525	-0.153655	0.312008	-0.059075	
1.823258	0.562717	-1.743878	-0.316841	-0.291956	0.437950	-0.430570	-0.054478	-0.183734	
1.907178	0.679415	-2.019672	-0.194980	-0.411647	0.670649	-0.478195	0.022791	-0.299892	
1.262326	0.526439	-1.839119	-0.364611	-0.195271	0.735748	-0.261661	0.154171	-0.268064	
1.481693	0.748530	-1.863401	-0.299662	-0.292099	0.525554	-0.324521	0.080282	-0.146804	
1.895298	0.757773	-2.120272	-0.122342	-0.460561	0.590252	-0.549049	0.027548	-0.293435	
1.646828	0.588403	-1.963382	-0.267729	-0.131694	0.733435	-0.341363	0.104475	-0.339109	
1.304425	0.645419	-1.811549	-0.404062	-0.153386	0.588312	-0.222929	0.339899	-0.149129	
2.078541	0.416295	-1.827986	-0.185241	-0.321764	0.460048	-0.519869	0.030767	-0.124538	
2.135749	0.374216	-1.977594	-0.199374	-0.311560	0.696593	-0.481927	0.074731	-0.286125	
1.396542	0.384056	-1.867111	-0.263088	-0.253389	0.856597	-0.196630	0.242270	-0.121255	
1.811439	0.482604	-1.891673	-0.165731	-0.425406	0.486741	-0.403001	0.012087	-0.089443	
2.239156	0.347524	-2.027806	-0.114789	-0.454488	0.601661	-0.501573	0.021359	-0.212594	
1.825635	0.119424	-1.884773	-0.233864	-0.235001	0.813207	-0.246560	0.007085	-0.260074	
1.595988	0.479514	-1.826714	-0.249664	-0.360333	0.638911	-0.224124	0.120973	0.009747	
2.120861	0.383737	-1.994797	-0.075605	-0.445825	0.470875	-0.479511	-0.040635	-0.050526	
2.053838	0.252468	-1.977596	-0.154113	-0.272989	0.668758	-0.306901	0.028517	-0.193215	
1.491552	0.220960	-1.769353	-0.195933	-0.281087	0.730247	-0.129888	0.299828	-0.122430	
2.045803	0.316049	-1.864483	-0.141720	-0.334258	0.423620	-0.522733	0.150829	-0.075477	
2.217143	0.351603	-2.138029	-0.106752	-0.363529	0.650388	-0.523680	0.223388	-0.273668	
1.533529	0.203714	-2.032125	-0.083296	-0.127608	0.848337	-0.159043	0.246078	-0.247909	
1.772648	0.449572	-1.951259	-0.065409	-0.388690	0.495588	-0.478850	0.175999	-0.062957	
2.263719	0.412863	-2.264247	-0.044212	-0.489466	0.646599	-0.590340	0.205321	-0.192094	
1.934358	0.122765	-2.124695	-0.136710	-0.200470	0.796538	-0.302271	0.131981	-0.242902	
1.628136	0.434138	-1.982863	0.014618	-0.380415	0.671441	-0.431764	0.276895	-0.193383	
2.262070	0.413870	-2.247538	-0.121769	-0.381908	0.528424	-0.547059	0.169202	-0.196637	
2.138448	0.322779	-2.277891	-0.147290	-0.192701	0.732625	-0.367858	0.195821	-0.235720	
1.438806	0.440854	-2.166565	0.121026	-0.304816	0.767784	-0.290971	0.222693	-0.338679	
2.231447	0.356760	-2.158158	-0.023043	-0.344135	0.517942	-0.439681	0.068802	-0.109865	
2.240254	0.421985	-2.494273	0.036206	-0.405060	0.780096	-0.466976	0.166053	-0.267684	
1.445261	0.421904	-2.380949	0.176601	-0.181855	0.968658	-0.255927	0.160282	-0.339392	
2.004557	0.288646	-2.142115	0.045000	-0.355676	0.506941	-0.555646	0.009943	-0.185513	
2.220490	0.457609	-2.604498	0.185059	-0.582819	0.866096	-0.680941	0.232767	-0.349361	
1.792574	0.078743	-2.291197	-0.046291	-0.080361	0.864136	-0.288638	0.095850	-0.349175	
