-1.589684	1.398173	-1.023762	0.304861	0.258831	0.078398	-0.515200	-0.350880	-0.739074	
-1.809803	1.708803	-0.978509	0.357717	0.202954	-0.335352	-0.719024	-0.146366	-0.351687	
-1.743906	1.810767	-1.313524	0.392860	0.207010	-0.261031	-0.658389	-0.086895	-0.586464	
-2.228129	1.683193	-0.882178	0.426453	0.390916	-0.178685	-0.611660	-0.184168	-0.825329	
-1.925449	1.618190	-0.699162	0.343123	-0.026595	-0.356130	-0.482879	-0.097567	-0.525995	
-1.726989	1.498543	-0.735281	0.215374	-0.070964	-0.341292	-0.304280	-0.068277	-0.633133	
-2.210545	1.490674	-0.219230	0.117072	-0.149400	-0.411620	-0.291806	0.016035	-0.750938	
-2.059540	1.552314	-0.383003	0.008437	0.149304	-0.470645	-0.621876	-0.063968	-0.562209	
-2.157511	1.495095	-0.590121	0.279912	0.251127	-0.283467	-0.642716	-0.235032	-0.680020	
-2.064951	1.682039	-0.553742	-0.071745	-0.033237	-0.414714	-0.397351	-0.013330	-0.684216	
-1.666113	1.596958	-0.809220	-0.129005	-0.147416	-0.277851	-0.308097	-0.085747	-0.785113	
-1.938558	1.355274	-0.660951	0.113182	-0.150059	-0.040824	-0.298239	-0.288203	-0.945009	
-2.124015	1.102151	-0.210189	0.212689	-0.338640	-0.186800	-0.368828	-0.315769	-0.780431	
-2.295456	1.233745	-0.242256	0.009721	-0.458817	-0.133728	-0.320631	-0.179836	-0.885833	
-2.422375	1.078617	-0.193357	0.092258	-0.231726	-0.075226	-0.513353	-0.063546	-0.742082	
-2.366724	1.006213	-0.292447	0.277296	-0.382258	-0.198049	-0.477049	0.246700	-0.787720	
-2.205907	0.983162	-0.339897	0.147895	-0.359498	-0.471847	-0.286494	0.294245	-0.663625	
-2.113608	0.746552	-0.504192	0.245401	-0.018338	-0.473228	-0.223338	-0.008428	-0.621298	
-2.147086	0.534830	-0.431618	0.411394	-0.021460	-0.501164	-0.351902	0.013003	-0.541445	
-2.368005	0.640812	-0.391101	0.249148	0.245490	-0.414526	-0.590100	-0.154585	-0.487598	
-2.734740	0.633697	-0.256459	0.423274	0.308422	-0.435912	-0.803609	-0.211531	-0.493437	
-2.793108	0.431604	-0.249455	0.386323	0.233583	-0.199080	-0.708469	-0.123270	-0.769013	
-2.728489	0.315800	-0.161792	0.470786	0.055203	-0.187409	-0.684776	-0.093145	-0.737373	
-2.797199	0.393787	-0.180246	0.382253	0.097237	-0.108652	-0.736528	-0.165334	-0.569798	
-2.805441	0.155947	-0.233991	0.485773	0.157342	-0.213647	-0.713753	-0.258667	-0.555610	
-2.658071	-0.087174	-0.190049	0.437363	0.052061	-0.259511	-0.552466	-0.276837	-0.709471	
-2.886808	-0.306377	-0.121858	0.591490	0.017938	-0.110412	-0.475462	-0.543971	-0.692597	
-3.088531	-0.225734	-0.284638	0.554972	0.114307	0.218617	-0.655890	-0.693930	-0.507766	
-3.288915	-0.185641	-0.220010	0.450060	-0.073416	0.237421	-0.829556	-0.455295	-0.532251	
-3.394881	-0.207957	-0.053535	0.146643	-0.512655	0.363638	-0.313130	-0.442453	-0.624327	
-3.670135	-0.473922	-0.152060	0.169119	-0.452726	0.452889	-0.037616	-0.647958	-0.981891	
-3.562975	-0.710851	-0.458526	0.450079	0.000456	0.117879	-0.378523	-0.168950	-0.859500	
-3.600020	-0.794750	-0.570297	0.501093	0.157576	-0.374851	-0.490327	0.243679	-0.668362	
-3.904898	-0.884839	-0.778172	0.384516	0.222517	-0.490930	-0.486902	0.112643	-0.812324	
-3.599231	-0.697877	-1.067504	0.168829	0.368232	-0.003651	-0.492311	-0.158422	-0.761342	
-3.409025	-0.807374	-0.999809	-0.065546	-0.021715	0.261913	-0.484048	-0.341558	-0.581556	
-3.813841	-1.042438	-0.812403	0.184340	-0.203554	0.406706	-0.313454	-0.585495	-0.687917	
-3.642899	-1.117281	-1.182438	0.216814	0.089045	0.344883	-0.419485	-0.504385	-0.579641	
-3.610571	-1.164532	-1.370410	0.056933	0.183185	0.311142	-0.434658	-0.171239	-0.635614	
-3.910580	-0.933871	-1.201734	-0.023340	0.090717	-0.169729	-0.398739	0.098117	-0.525009	
-3.854692	-0.890647	-1.341860	-0.436637	0.165083	-0.087166	-0.401387	0.270013	-0.659734	
-3.769013	-0.938051	-1.553076	-0.661422	-0.113183	-0.159044	-0.597661	0.442995	-0.637103	
-3.479638	-0.776665	-1.540671	-0.187449	0.218841	0.042137	-0.538577	0.523903	-0.387146	
-3.376176	-0.872403	-1.735216	-0.094716	-0.146133	-0.219986	-0.440177	0.521977	-0.400874	
-4.023592	-1.526493	-1.865120	-0.359358	-0.525627	-0.527955	-0.326377	0.336012	-0.614159	
-4.055922	-1.818639	-1.973670	-0.177475	0.241807	0.003302	-0.084150	0.355357	-0.719627	
-3.934018	-1.994424	-1.999652	-0.193001	0.470540	0.486026	-0.427311	0.337712	-0.619619	
